Shrt_Desc,Energ_Kcal,FA_Sat,Cholestrl
"Kashi,Tlc,Pita Crisps,Sea Salt",381,0.9,0
"Kashi,Tlc,Pita Crisps,Zesty Salsa",381,0.9,0
"Cereals Rte,Kellogg,Kellogg'S Lofat Granola W/ Raisins",381,1.2,0
"Crackers,Rye,Wafers,Seasoned",381,1.287,0
"Cereals Rte,Quaker,King Vitaman",381,1.584,0
"Gravy,Chicken,Dry",381,2.92,19
"Cereals Rte,Kellogg'S Spl K Chocolatey Delight",381,6.3,0
"Turkey,Skn From Whl (Light & Dark),W/ Added Soln,Raw",381,10.43,94
"Egg,White,Dried",382,0,0
"Cereals Rte,Quaker,Mother'S Cocoa Bumpers",382,0.31,0
Millet Flr,382,0.536,
"Snacks,Popcorn,Air-Popped (Unsalted)",382,0.57,0
"Cereals Rte,Quaker,Mother'S Cinn Oat Crunch",382,0.82,0
"Steelhead Trout,Dried,Flesh (Shoshone Bannock)",382,0.829,227
"Noodles,Egg,Spinach,Enr,Dry",382,1.047,95
"Sesame Flr,Part Defatted",382,1.634,0
"Cereals Rte,Wheat Germ,Tstd,Pln",382,1.83,0
"Kellogg'S,Spl K,Cracker Chips,Cheddar",382,2.4,3
"Candies,Caramels",382,2.476,7
"Beverages,Whiskey Sour Mix,Pdr",383,0.019,0
