Shrt_Desc,Energ_Kcal,FA_Sat,Cholestrl
"Pork,Cured,Ham -- H2O Added,Rump,Bone-In,Ln,Htd,Rstd",121,1.254,62
"Lamb,Nz,Imp,Chump,Bnless,Ln,Raw",121,1.265,65
"Pork,Frsh,Loin,Tnderln,Ln & Ft,W/ Added Sln,Ckd,Rstd",121,1.27,57
"Lamb,Nz,Imp,Tunnel-Boned Leg,Chump Off,Shank Off,Ln,Raw",121,1.37,64
"Lamb,Nz,Imp,Tunnel-Boned Lg,Chump Off,Shank Off,Ln & Fat,Raw",121,1.37,64
"Pork,Ground,96% Ln / 4% Fat,Raw",121,1.42,59
"Beef,Ground,97% Ln Meat / 3% Fat,Raw",121,1.48,60
"Beef,Shldr Pot Rst Or Steak,Bnless,Ln,0"" Fat,Sel,Raw",121,1.53,68
"T.G.I. Friday'S,Macaroni & Chs,From Kid'S Menu",121,1.63,8
"Beans,Bkd,Cnd,W/Bf",121,1.677,22
"Puddings,Rice,Dry Mix,Prep W/ Whl Milk",121,1.682,11
"Pork,Cured,Ham -- H2O Added,Whl,Bnless,Ln & Fat,Unhtd",121,1.889,50
"Pickles,Cucumber,Swt,Lo Na (Includes Bread & Butter Pickles)",122,0.067,0
"Plantains,Raw",122,0.143,0
"Gardenburger Flame Grilled Burger,Frz,Unprep",122,0.4,0
"Morningstar Farms Chipotle Black Bean Crumbles,Frz,Unprep",122,0.6,0
Ham  Honey  Smoked  Ckd,122,0.87,22
"Soybeans,Mature Seeds,Sprouted,Raw",122,0.929,0
"Game Meat,Boar,Wild,Raw",122,0.99,
"Game Meat,Bison,Top Rnd,Ln,1"" Steak,Raw",122,1.039,65
"Carrabba'S Italian Grill,Spaghetti W/ Meat Sau",122,1.1,9
"Beef,Loin,Top Sirlon Petite Rst/Filet,Bnls,Ln,0"" Fat,Sel,Raw",122,1.125,69
"Beef,Rnd,Tip Rnd,Rst,Ln,0"" Fat,Sel,Raw",122,1.147,55
"Pork,Cured,Ham W/ Nat Juices,Rump,Bone-In,Ln,Unhtd",122,1.16,68
"Pork,Cured,Ham & H2O Product,Slice,Bone-In,Ln,Htd,Pan-Broil",122,1.217,64
"Lamb,Aus,Frsh,Leg,Hindshank,Heel On,Bone-In,Ln,1/8"" Fat,Raw",122,1.269,54
"Caribou,Hind Quarter Meat,Raw (Alaska Native)",122,1.27,81
"Lamb,Nz,Imp,Fore-Shank,Ln,Raw",122,1.278,65
"Lamb,Nz,Imp,Loin,Bnless,Ln & Fat,Raw",122,1.289,66
"Pork,Cured,Ham,Steak,Bnless,Ex Ln,Unhtd",122,1.44,45
"Beef,Aus,Imp,Grss-Fd,Top Sirln Cp-Off Stk/Rst,Bnless,Ln,Raw",122,1.601,54
Mcdonald'S Bacon Ranch Salad W/ Crispy Chick,122,1.622,22
"Veal,Australian,Shank,Hind,Bone-In,Ln,Raw",122,1.7,59
Hormel Canadian Style Bacon,122,1.83,49
"Pork,Frsh,Shldr,(Bstn Butt),Blde (Stks),Ln,W/ Added Soln,Raw",122,1.873,59
"Beef,Chuck,Mock Tender Steak,Bnless,Ln & Fat,0"" Fat,Sel,Raw",122,1.976,68
"Egg Custards,Dry Mix,Prep W/ Whl Milk",122,2.032,51
"Lamb,Var Meats&By-Products,Brain,Raw",122,2.19,1352
"Lamb,Var Meats&By-Products,Heart,Raw",122,2.25,135
"Beans,Kidney,Royal Red,Mature Seeds,Ckd,Bld W/Salt",123,0.024,0
"Beans,Kidney,Royal Red,Mature Seeds,Ckd,Bld,Wo/Salt",123,0.024,0
"Lima Bns,Immat Seeds,Ckd,Bld,Drnd,W/Salt",123,0.073,0
"Lima Bns,Immat Seeds,Ckd,Bld,Drnd,Wo/Salt",123,0.073,0
"Rice,White,Long-Grain,Parbld,Enr,Ckd",123,0.074,0
"Rice,White,Long-Grain,Parbld,Unenr,Ckd",123,0.074,0
"Barley,Pearled,Cooked",123,0.093,0
"Rice,Brown,Long-Grain,Ckd",123,0.26,0
Campbell'S Brn Sugar&Bacon Flav Bkd Bns,123,0.385,4
"Wolffish,Atlantic,Ckd,Dry Heat",123,0.468,59
"Usda Commodity,Potato Wedges,Frz",123,0.55,0
"Worthington Lofat Veja-Links,Cnd,Unprep",123,0.7,2
"Pork,Cured,Ham W/ Nat Juices,Slice,Bone-In,Ln,Unhtd",123,0.726,63
"Pork,Frsh,Loin,Cntr Loin (Chops),Bnless,Ln,Raw",123,0.801,56
"Quail,Breast,Meat Only,Raw",123,0.87,58
"Ostrich,Tenderloin,Raw",123,1.17,80
"Pork,Leg Cap Steak,Bnless,Ln & Fat,Raw",123,1.187,63
"Duck,Wild,Breast,Meat Only,Raw",123,1.32,77
"Lamb,Aus,Imp,Frsh,Foreshank,Ln,1/8""Fat,Raw",123,1.344,66
"Pork,Frsh,Loin,Blade (Chops Or Roasts),Bnless,Ln,Raw",123,1.384,58
"Spot,Raw",123,1.45,60
"Pork,Cured,Ham & H2O Product,Slice,Bnless,Ln,Htd,Pan-Broil",123,1.528,45
"Morningstar Farms Spicy Blk Bean Enchilada Entree,Frz,Unprep",123,1.6,7
"Beef,Shldr Pot Rst Or Steak,Bnless,Ln,0"" Fat,All Grds,Raw",123,1.653,65
"Veal,Australian,Shank,Fore,Bone-In,Ln,Raw",123,1.672,65
"Beef,Chuck,Mock Tender Steak,Bnless,Ln,0"" Fat,All Grds,Raw",123,1.7,67
"Pork,Cured,Ham & H2O Product,Whl,Bnless,Ln & Fat,Htd,Rstd",123,1.841,43
"Pork,Cured,Ham & H2O Product,Whl,Bnless,Ln,Htd,Rstd",123,1.841,43
"Cream,Fluid,Half And Half",123,7.032,35
"Beans,Kidney,California Red,Mature Seeds,Ckd,Bld,W/Salt",124,0.014,0
"Beans,Kidney,California Red,Mature Seeds,Ckd,Bld,Wo/Salt",124,0.014,0
"Plums,Dried (Prunes),Stwd,W/ Added Sugar",124,0.017,0
"Rice,White,Long-Grain,Preckd Or Inst,Enr,Prep",124,0.017,0
"Peas,Mature Seeds,Sprouted,Raw",124,0.124,0
"Pasta,Homemade,Made Wo/Egg,Ckd",124,0.14,0
"Sapote,Mamey,Raw",124,0.169,0
"Beans,Kidney,Red,Mature Seeds,Cnd,Drnd Sol",124,0.181,0
"Worthington Vegetarian Burger,Cnd,Unprep",124,0.5,0
"Smelt,Rainbow,Ckd,Dry Heat",124,0.579,90
"Bass,Striped,Ckd,Dry Heat",124,0.65,103
"Sea Bass,Mxd Sp,Ckd,Dry Heat",124,0.655,53
"Bluefish,Raw",124,0.915,59
"Frozen Novelties,No Sugar Added,Fudgsicle Pops",124,0.984,2
"Frz Nvl, Klondike,Slim-A-Bear Fudg Br,98% Ft Fr,No Sgr Added",124,1,7
"Beef,Rnd,Eye Of Rnd,Rst,Ln,1/8"" Fat,All Grds,Raw",124,1.027,59
"Turkey Ham,Sliced,Ex Ln,Prepackaged Or Deli-Sliced",124,1.09,67
"Beef,Rnd,Eye Of Rnd Rst,Bnless,Ln,0"" Fat,Choic,Raw",124,1.137,58
"Beef,Rnd,Eye Of Rnd Steak,Bnless,Ln,0"" Fat,Choic,Raw",124,1.137,58
"Beef,Rnd,Knuckle,Tip Side,Steak,Ln & Fat 0"" Fat,Sel,Raw",124,1.225,61
"Beef,Rnd,Top Rnd Rst,Bnless,Ln,0"" Fat,Choic,Raw",124,1.253,61
"Beef,Rnd,Top Rnd Steak,Bnless,Ln,0"" Fat,Choic,Raw",124,1.253,61
"Beef,Rnd,Eye Of Rnd Rst,Bnless,Ln & Fat,0"" Fat,All Grds,Raw",124,1.276,60
"Beef,Rnd,Eye Of Rnd Steak,Bnless,Ln & Ft,0"" Fat,All Grds,Raw",124,1.285,60
"Beef,Rnd,Top Rnd Steak,Bnless,Ln & Fat,0"" Fat,All Grds,Raw",124,1.287,62
"Beef,Brisket,Flat Half,Ln,1/8"" Fat,Sel,Raw",124,1.34,66
"Chicken,Broilers Or Fryers,Giblets,Raw",124,1.36,262
"Turkey,Whl,Giblets,Raw",124,1.452,333
"Pork,Cured,Ham & H2O Prdct,Slice,Bnless,Ln & Fat,Htd,Pan-Brl",124,1.553,45
"Beef,Brisket,Flat Half,Bnless,Ln,0"" Fat,Sel,Raw",124,1.58,69
"Beef,Chuck For Stew,Ln & Fat,Sel,Raw",124,1.748,66
"Lasagna W/ Meat & Sau,Frz Entree",124,2.067,14
"Spanish Rice Mix,Dry Mix,Prep (With Canola/Vegetable Oil Ble",125,0.387,
"Pork,Cured,Ham,Rump,Bone-In,Ln,Unhtd",125,0.874,63
"Veal,Var Meats&By-Products,Thymus,Ckd,Brsd",125,0.942,350
"Pork,Cured,Ham,Shank,Bone-In,Ln,Unhtd",125,0.981,61
"Soybeans,Mature Seeds,Sprouted,Ckd,Stir-Fried",125,0.985,0
"Soup,Pea,Grn,Cnd,Cond",125,1.07,0
"Chicken,Broilers Or Fryers,Dk Meat,Meat Only,Raw",125,1.1,80
"Campbell'S Red & White,Bean W/ Bacon Soup,Cond",125,1.172,4
"Ostrich,Oyster,Raw",125,1.22,73
"Beef,Chuck,Arm Pot Rst,Ln,1/8"" Fat,Sel,Raw",125,1.232,66
"Beef,Ribeye Petite Roast/Filet,Bnless,Ln,0"" Fat,Sel,Raw",125,1.265,65
"Beef,Rnd,Top Rnd Rst,Bnless,Ln & Fat,0"" Fat,All Grds,Raw",125,1.353,62
"Lamb,Nz,Imp,Testes,Ckd,Soaked & Fried",125,1.461,523
"Lamb,Dom,Leg,Shank Half,Ln,1/4""Fat,Choic,Raw",125,1.5,64
"Turkey From Whl,Neck,Meat Only,Raw",125,1.647,115
"Beef,Nz,Imp,Brisket Point End,Ln,Raw",125,1.648,54
"Beef,Shldr Pot Rst Or Steak,Bnless,Ln,0"" Fat,Choic,Raw",125,1.709,64
"Pork,Cured,Ham -- H2O Added,Slce,Bnless,Ln & Fat,Htd,Pan-Brl",125,1.717,54
"Cheese,American,Nonfat Or Fat Free",126,0,26
"Apricots,Dehyd (Low-Moisture),Sulfured,Stwd",126,0.017,0
"Lima Bns,Thin Seeded (Baby),Mature Seeds,Ckd,Bld,W/Salt",126,0.088,0
"Lima Bns,Thin Seeded (Baby),Mature Seeds,Ckd,Bld,Wo/Salt",126,0.088,0
"Pasta,Gluten-Free,Corn,Ckd",126,0.102,0
"Worthington Foods,Morningstar Farms Deli Franks",126,0.2,0
"Rice Bowl W/ Chick,Frz Entree,Prep",126,0.327,16
"Sheepshead,Ckd,Dry Heat",126,0.36,64
"Prk,Crd,Ham W/ Nat Jucs,Sprl Slc,Meat Only,Bnles,Ln,Htd,Rstd",126,0.493,63
"Worthington Chili,Cnd,Unprep",126,0.7,0
"Chicken,Broilers Or Fryers,Wing,Meat Only,Raw",126,0.94,57
"Turkey Breast,Pre-Basted,Meat&Skn,Ckd,Rstd",126,0.98,42
"Beef,Nz,Imp,Manufacturing Bf,Ckd,Bld",126,1.154,67
"Beef,Rnd,Tip Rnd,Rst,Ln,0"" Fat,All Grds,Raw",126,1.376,57
"Lamb,Nz,Imp,Leg Chop/Steak,Bone-In,Ln,Raw",126,1.512,66
"Ice Creams,Vanilla,Lt,Soft-Serve",126,1.63,12
"Pork,Cured,Ham -- H2O Added,Whl,Bnless,Ln & Fat,Htd,Rstd",126,1.787,54
"Kashi Three Chs Penne,Frz,Unprep",126,2.3,12
"Cheese,Swiss,Nonfat Or Fat Free",127,0,18
"Pears,Dried,Sulfured,Stwd,Wo/ Sugar",127,0.017,0
"Beans,Kidney,All Types,Mature Seeds,Ckd,Bld,W/Salt",127,0.072,0
"Beans,Kidney,Red,Mature Seeds,Ckd,Bld,W/Salt",127,0.072,0
"Beans,Kidney,Red,Mature Seeds,Ckd,Bld,Wo/Salt",127,0.072,0
"Beans,Kidney,All Types,Mature Seeds,Ckd,Bld,Wo/Salt",127,0.073,0
"Turkey From Whl,Lt Meat,Meat Only,W/ Added Soln,Ckd,Rstd",127,0.593,69
"Turkey,Back,From Whl Bird,Meat Only,W/ Added Soln,Rstd",127,0.593,69
"Turkey,Breast,From Whl Bird,Meat Only,W/ Added Soln,Rstd",127,0.593,69
"Turkey,Wing,From Whl Bird,Meat Only,W/ Added Soln,Rstd",127,0.593,69
"Salmon,Pink,Raw",127,0.81,46
"Ostrich,Inside Strip,Raw",127,0.923,73
"Pork,Shldr Breast,Bnless,Ln & Fat,Raw",127,1.074,60
"Carp,Raw",127,1.083,66
"Pork,Frsh,Loin,Cntr Loin (Chops),Bone-In,Ln,Raw",127,1.098,69
"Pork,Frsh,Loin,Top Loin (Chops),Bnless,Ln,Raw",127,1.208,66
"Game Meat,Caribou,Raw",127,1.29,83
"Beef,Top Sirloin,Steak,Ln,1/8"" Fat,Sel,Raw",127,1.307,59
"Beef,Rnd,Eye Of Rnd Rst,Bnless,Ln & Fat,0"" Fat,Choic,Raw",127,1.308,58
"Beef,Rnd,Eye Of Rnd Steak,Bnless Ln & Fat,0"" Fat,Choic,Raw",127,1.343,58
"Beef,Rnd,Top Rnd Steak,Bnless,Ln & Fat,0"" Fat,Choic,Raw",127,1.424,62
"Beef,Brisket,Flat Half,Ln,1/8"" Fat,All Grds,Raw",127,1.425,65
"Chicken,Roasting,Giblets,Raw",127,1.54,236
"Peppers,Swt,Grn,Sauteed",127,1.59,0
"Beef,Aus,Imp,Grss-Fd,Tp Sirln Cp-Offstk/Rst,Bnles,Ln&Fat,Raw",127,1.859,55
"Beef,Chuck,Mock Tender Steak,Bnless,Ln,0"" Fat,Choic,Raw",127,1.884,67
"Beef,Shldr Pot Rst Or Steak,Bnless,Ln & Fat,0"" Fat,Sel,Raw",127,1.897,68
"Pork,Frsh,Var Meats&By-Products,Brain,Raw",127,2.079,2195
"Frozen Yogurts,Choc",127,2.272,13
"Frozen Yogurts,Flavors Other Than Choc",127,2.326,13
"Frozen Novelties,Ice Type,Lime",128,0,0
"Macaroni,Veg,Enr,Ckd",128,0.016,0
"Beans,Adzuki,Mature Sd,Ckd,Bld,W/Salt",128,0.036,0
"Beans,Adzuki,Mature Seeds,Ckd,Bld,Wo/Salt",128,0.036,0
"Snapper,Mxd Sp,Ckd,Dry Heat",128,0.365,47
"Tuna,White,Cnd In H2O,Drnd Sol",128,0.792,42
"Tuna,White,Cnd In H2O,Wo/Salt,Drnd Sol",128,0.792,42
"Tky,Stuffing,Mshd Potato W/Gravy,Assorted Veg,Frz,Microwave",128,0.877,14
"Fish,Tilapia,Ckd,Dry Heat",128,0.94,57
"Pork,Shldr Petite Tender,Bnless,Ln & Fat,Raw",128,1.012,66
"Beef,Rnd,Eye Of Rnd,Rst,Ln,1/8"" Fat,Choic,Raw",128,1.158,60
"Beef,Rnd,Bttm Rnd,Rst,Ln,1/8"" Fat,Sel,Raw",128,1.253,59
"Beef,Shank Crosscuts,Ln,1/4""Fat,Choic,Raw",128,1.28,39
"Beef,Loin,Top Srln Petit Rst/Filt,Bnls,Ln,0"" Fat,Al Grds,Raw",128,1.285,69
"Pork,Cured,Ham -- H2O Added,Shank,Bone-In,Ln,Htd,Rstd",128,1.402,65
"Beef,Rnd,Bttm Rnd,Rst,Ln,1/8"" Fat,All Grds,Raw",128,1.476,61
"Beef,Rnd,Top Rnd Rst,Bnless,Ln & Fat,0"" Fat,Choic,Raw",128,1.488,62
"Beef,Nz,Imp,Inside,Raw",128,1.528,55
"Beef,Loin,Top Sirloin Cap Steak,Bnless,Ln,1/8"" Fat,Sel,Raw",128,1.568,67
"Lamb,Dom,Leg,Whl (Shk&Sirl),Ln,1/4""Fat,Choic,Raw",128,1.61,64
"Turkey,Liver,All Classes,Raw",128,1.664,415
"Beef,Chuck For Stew,Ln & Fat,All Grds,Raw",128,1.86,64
"Lamb,Nz,Imp,Frz,Comp Of Rtl Cuts,Ln,Raw",128,1.88,74
"Beef,Chk,Mock Ten Stk,Bnl,Ln & Fat,0"" Fat,All Grds, Ckd",128,2.059,67
"Fat Free Ice Crm,No Sugar Added,Flavors Other Than Choc",129,0,0
"Pickle Relish,Hamburger",129,0.052,0
"Beans,French,Mature Seeds,Ckd,Bld,W/Salt",129,0.083,0
"Beans,French,Mature Seeds,Ckd,Bld,Wo/Salt",129,0.083,0
"Rice & Vermicelli Mix,Bf Flavor,Prep W/ 80% Margarine",129,0.682,
"Fish,Salmon,Pink,Cnd,Total Can Contents",129,0.862,55
"Veal,Var Meats&By-Products,Spleen,Ckd,Brsd",129,0.96,447
"Soup,Bean W/ Pork,Cnd,Cond",129,1.14,2
"Beef,Rnd,Top Rnd,Steak,Ln,1/8"" Fat,Sel,Raw",129,1.154,61
"Usda Cmdty,Chick,Cnd,Meat Only,W/ H2O",129,1.258,67
"Beef,Nz,Imp,Bolar Blade,Ln,Raw",129,1.347,56
"Restaurant,Chinese,Kung Pao Chick",129,1.352,26
"Beef,Rnd,Outside Rnd,Bttm Rnd,Steak,Ln & Fat,0"" Fat,Sel,Raw",129,1.4,61
"Beef,Chuck,Clod Rst,Ln,1/4"" Fat,All Grds,Raw",129,1.414,59
"Beef,Bttm Sirloin,Tri-Tip Rst,Ln,0"" Fat,Sel,Raw",129,1.5,59
"Beef,Brisket,Flat Half,Ln,1/8"" Fat,Choic,Raw",129,1.508,65
"Beef,Nz,Imp,Eye Rnd,Ln & Fat,Raw",129,1.573,48
"Beef,Rnd,Knuckle,Tip Side,Steak,Ln & Fat,0"" Fat,All Grds,Raw",129,1.578,61
"Beef,Aus,Imp,Grss-Fd,Tp Rndcap-Off Stk/Rst,Bnless,Ln&Fat,Raw",129,1.77,47
"Beef,Aus,Imp,Grss-Fd,Rd,Tp Rnd Cap-Off Stk/Rst,Bnless,Ln,Raw",129,1.783,48
"Pork,Cured,Ham W/ Nat Juices,Spirl Slce,Bnles,Ln & Fat,Unhtd",129,1.833,57
"Dip,Old El Paso,Chs 'N Salsa,Med",129,2.313,5
"Rice,White,Short-Grain,Ckd,Unenr",130,0.051,0
"Rice,White,Short-Grain,Enr,Ckd",130,0.051,0
"Pickle Relish,Sweet",130,0.054,0
"Rice,White,Medium-Grain,Ckd,Unenr",130,0.057,0
"Rice,White,Medium-Grain,Enr,Ckd",130,0.057,0
"Rice,White,Long-Grain,Reg,Ckd,Enr,W/Salt",130,0.077,0
"Rice,White,Long-Grain,Reg,Ckd,Unenr,W/Salt",130,0.077,0
"Rice,White,Long-Grain,Reg,Enr,Ckd",130,0.077,0
"Rice,White,Long-Grain,Reg,Unenr,Ckd Wo/ Salt",130,0.077,0
"Beans,Black Turtle,Mature Seeds,Ckd,Bld,W/ Salt",130,0.089,0
"Beans,Black Turtle,Mature Seeds,Ckd,Bld,Wo/ Salt",130,0.089,0
"Spaghetti,Spinach,Cooked",130,0.091,0
"Potatoes,Rstd,Salt Added In Processing,Frz,Unprep",130,0.167,0
"Tuna,Yellowfin,Frsh,Ckd,Dry Heat",130,0.205,47
"Pasta,Fresh-Refrigerated,Spinach,Ckd",130,0.217,33
"Conch,Baked Or Broiled",130,0.37,65
"Pasta,Homemade,Made W/Egg,Ckd",130,0.408,41
"Turkey,Rtl Parts,Breast,Meat Only,W/ Added Soln,Ckd,Rstd",130,0.428,74
"Bear,Polar,Meat,Raw (Alaska Native)",130,0.63,
"Shark,Mixed Species,Raw",130,0.925,51
"Puddings,Tapioca,Rte",130,0.962,1
"Puddings,Vanilla,Rte",130,1.016,1
"Pork,Cured,Ham W/ Nat Juices,Shank,Bone-In,Ln,Unhtd",130,1.048,63
"Pork,Cured,Ham,Slice,Bone-In,Ln,Unhtd",130,1.099,65
"Beef,Rnd,Tip Rnd,Rst,Ln,0"" Fat,Choic,Raw",130,1.556,58
"Chicken,Capons,Giblets,Raw",130,1.64,292
"Beef,Comp Of Rtl Cuts,Ln,1/8"" Fat,Sel,Raw",130,1.664,62
"Beef,Aus,Imp,Grss-Fd,Bttm Rnd Stk/Rst,Bnless,Ln,Raw",130,1.959,54
"Beef,Chuck For Stew,Ln & Fat,Choic,Raw",130,1.988,63
"Beef,Shldr Pot Rst Or Stk,Bnls,Ln & Fat,0"" Fat,All Grds,R",130,2.033,66
"Veal,Shldr,Whl (Arm&Bld),Ln&Fat,Raw",130,2.05,87
"Lasagna,Chs,Frz,Prep",130,2.11,13
"Noodles,Japanese,Somen,Ckd",131,0.025,0
"Corn,Yel,Whl Kernel,Frz,Microwaved",131,0.15,0
"Pasta,Fresh-Refrigerated,Pln,Ckd",131,0.15,33
"Cowpeas (Blackeyes),Immat Seeds,Frz,Ckd,Bld,Drnd,W/ Salt",131,0.175,0
"Chestnuts,European,Bld&Stmd",131,0.26,0
"Game Meat,Buffalo,H2O,Ckd,Rstd",131,0.6,61
"Fish,Salmon,Sockeye,Raw",131,0.814,51
"Eggs,Scrmbld,Frz Mixture",131,1.052,277
"Anchovy,European,Raw",131,1.282,60
"Fish,Whitefish,Mxd Sp,Raw (Alaska Native)",131,1.37,55
"Pork,Cured,Ham -- H2O Added,Slice,Bone-In,Ln,Htd,Pan-Broil",131,1.439,65
"Beef,Top Sirloin,Steak,Ln,1/8"" Fat,All Grds,Raw",131,1.508,60
"Pork,Cured,Ham & H2O Product,Rump,Bone-In,Ln,Htd,Rstd",131,1.536,66
"Beef,Nz,Imp,Chuck Eye Roll,Ln,Raw",131,1.756,61
"Lamb,Aus,Imp,Frsh,Leg,Trotter Off,Bone-In,Ln,1/8"" Fat,Raw",131,1.774,76
"Kashi Three Chs Ravioli W/ Mediterranean Tomato Sau,Frz,Unpr",131,1.8,16
"Lamb,Nz,Imp,Loin Saddle,Ln,Raw",131,1.96,66
"Beef,Aus,Imp,Grss-Fed,Top Loin Stk/Rst,Bnless,Ln,Raw",131,2.09,41
"Beef,Chk,Mock Tender Steak,Bnless,Ln & Fat,0"" Fat,Choic,Raw",131,2.114,67
"Veal,Var Meats&By-Products,Tongue,Raw",131,2.35,62
"Corn Pudd,Home Prep",131,2.451,72
"Rosemary,Fresh",131,2.838,0
"Jams & Preserves,No Sugar (With Na Saccharin),Any Flavor",132,0.016,0
"Potatoes,Microwaved,Ckd In Skn,Skn,Wo/Salt",132,0.026,0
"Potatoes,Microwaved,Ckd,In Skn,Skn W/Salt",132,0.026,0
"Wheat,Kamut Khorasan,Ckd",132,0.077,0
"Lima Bns,Immat Seeds,Frz,Baby,Unprep",132,0.102,0
"Beans,Black,Mature Seeds,Ckd,Bld,W/Salt",132,0.139,0
"Beans,Black,Mature Seeds,Ckd,Bld,Wo/Salt",132,0.139,0
"Cowpeas (Blackeyes),Immtre Seeds,Frz,Ckd,Bld,Drnd,Wo/Salt",132,0.175,0
"Noodles,Egg,Spinach,Enr,Ckd",132,0.361,33
"Tuna,Skipjack,Frsh,Ckd,Dry Heat",132,0.42,60
"Worthington Foods,Morningstar Farms Better'N Burgers,Frz",132,0.5,0
"Pork,Cured,Ham,Rump,Bone-In,Ln,Htd,Rstd",132,0.917,71
"Pork,Frsh,Loin,Top Loin (Roasts),Bnless,Ln,Raw",132,1.248,63
"Beef,Loin,Top Sirloin Petite Rst/Filet,Bnls,Ln,0"" Fat,Chc,Rw",132,1.392,68
"Pork,Cured,Ham & H2O Product,Shank,Bone-In,Ln,Htd,Rstd",132,1.471,72
"Onions,Yel,Sauteed",132,1.477,
"Beef,Chuck,Arm Pot Rst,Ln,1/8"" Fat,All Grds,Raw",132,1.553,65
"Wendy'S,Frosty Dairy Dssrt",132,1.635,16
"Beef,Brisket,Flat Half,Bnless Ln,0"" Fat,All Grds,Raw",132,1.844,67
"Lamb,Dom,Shldr,Arm,Ln,1/4""Fat,Choic,Raw",132,1.86,64
"Lamb,Aus,Imp,Frsh,Leg,Sirloin Chops,Bnless,Ln,1/8""Fat,Raw",132,1.948,64
"Pork,Frsh,Shldr,(Boston Butt),Blade (Steaks),Ln,Raw",132,1.998,60
"Veal,Shldr,Arm,Ln&Fat,Raw",132,2.26,82
"Potatoes,Au Gratin,Home-Prepared From Recipe Using Margarine",132,3.53,15
"Potatoes,Au Gratin,Home-Prepared From Recipe Using Butter",132,4.733,23
Silk French Vanilla Creamer,133,0,0
Silk Hazelnut Creamer,133,0,0
"Peaches,Dehyd (Low-Moisture),Sulfured,Stwd",133,0.045,0
"Gardenburger Black Bean Chipotle Burger,Frz,Unprep",133,0.4,0
"Canada Goose,Breast Meat,Skinless,Raw",133,0.609,80
"Potatoes,French Fr,Stk Fries,Salt Added In Proc,Frz,As Prch",133,0.688,0
"Pheasant,Breast,Meat Only,Raw",133,1.1,58
"Beef,Nz,Imp,Var Meats & By-Products,Liver,Raw",133,1.185,254
"Pheasant,Raw,Meat Only",133,1.24,66
"Seatrout,Mxd Sp,Ckd,Dry Heat",133,1.293,106
"Usda Cmdty,Chick,Cnd,Meat Only,W/ Broth",133,1.293,67
"Pork,Frsh,Loin,Sirloin (Chops Or Roasts),Bnless,Ln&Fat,Raw",133,1.393,63
"Beef,Shrt Loin,Top Loin,Steak,Ln,1/8"" Fat,Sel,Raw",133,1.432,40
"Game Meat,Horse,Raw",133,1.44,52
"Peppers,Swt,Red,Sauteed",133,1.557,0
"Goose,Liver,Raw",133,1.59,515
"Beef,Chuck Eye Rst,Bnless,America'S Bf Rst,Ln,0"" Fat,Sel,Raw",133,1.61,74
"Usda Commodity,Pork,Cured,Ham,Bnless,Ckd,Unhtd",133,1.673,71
"Beef,Ribeye Petite Roast/Filet,Bnless,Ln,0"" Fat,All Grds,Raw",133,1.683,65
"Beef,Rnd,Knuckle,Tip Side,Steak,Ln & Fat,0"" Fat,Choic,Raw",133,1.755,61
"Beef,Cured,Smoked,Chopd Bf",133,1.81,46
"Beef,Comp Of Rtl Cuts,Ln,0"" Fat,Sel,Raw",133,1.973,64
"Lamb,Aus,Imp,Frsh,Leg,Shank Half,Ln,1/8""Fat,Raw",133,2.008,64
"Beef,Shldr Pot Rst Or Steak,Bnless,Ln & Fat,0"" Fat,Choic,Raw",133,2.124,64
"Dip,Tostitos,Salsa Con Queso,Med",133,2.442,9
"Beef,Shldr Top Blade Steak,Bnless,Ln,0"" Fat,Sel,Raw",133,2.472,71
"Game Meat,Moose,Ckd,Rstd",134,0.29,78
"Mackerel,King,Ckd,Dry Heat",134,0.465,68
"Whitefish,Mxd Sp,Raw",134,0.906,60
"Chicken,Cornish Game Hens,Meat Only,Ckd,Rstd",134,0.99,106
"Emu,Ground,Raw",134,1.022,69
"Pork,Frsh,Var Meats&By-Products,Liver,Raw",134,1.17,301
"Squab,(Pigeon),Lt Meat Wo/Skn,Raw",134,1.18,90
"Quail,Meat Only,Raw",134,1.32,70
"Pheasant,Leg,Meat Only,Raw",134,1.46,80
"Beef,Rib,Sml End (Ribs 10-12),Ln,1/8"" Fat,Sel,Raw",134,1.553,73
"Pork,Frsh,Comp Of Rtl Cuts (Leg,Loin,Shldr),Ln,Raw",134,1.625,64
"Lamb,Dom,Leg,Sirloin Half,Ln,1/4""Fat,Choic,Raw",134,1.82,66
"Beef,Loin,Top Sirloin Cap Stek,Bnls,Ln,1/8"" Fat,All Grds,Raw",134,1.875,67
"Lamb,Dom,Comp Of Rtl Cuts,Ln,1/4""Fat,Choic,Raw",134,1.88,65
"Lamb,Dom,Cubed For Stew Or Kabob (Leg&Shldr),Ln,1/4""Fat,Raw",134,1.89,65
"Veal,Australian,Rib,Rib Rst,Ln,Raw",134,2.053,58
Oven-Roasted Chick Breast Roll,134,2.48,39
"Beef,Chk,Und Blade Pot Rst Or Stk,Bnless,Ln,0"" Fat,Sel, Raw",134,2.572,66
"Macaroni & Chs,Cnd,Microwavable",134,3.665,20
"Milk,Cnd,Evap,W/ Added Vitamin D & Wo/ Added Vit A",134,4.591,29
"Milk,Cnd,Evap,W/ Vit A",134,4.591,29
"Morningstar Farms Grillers Brgr Styl Recipe Crmbl,Frz,Unprep",135,0.5,0
"Loma Linda Tender Bits,Cnd,Unprep",135,0.7,0
